alex排名	域名
128829	alsharqiya.com@ns0.indexforce.com
128842	quizyourfriends.com@www.quizyourfriends.com
128844	mlspropertyfinder.com@dns1.rls2000.net
128846	e-cuties.com@ns1.adultwebprojects.com
128847	takafaza.pl@fns2.42.pl
128865	unishop.by@ns1.unishop.by
128901	egyspeed.com@ns2.egyspeed.info
128903	crackbabes.net@ns1.magicum.net
128911	innolife.com@ns.green-farm.net
128931	prestalab.ru@ns38.coopertino.org
128936	verleihshop.de@ns2.lamp-solutions.de
128943	95579.com@ns1.edong.com
128944	zercustoms.com@ns1.zercustoms.com
128948	pro-ucheba.com@ns2.gigspace.ru
128951	cracks.ph@dns1.pointhq.com
128972	griji.com@ns12.promobg.com
128976	hourlyporntube.com@ns1.jjsoft.hu
129007	toyotaetiosliva.in@ns2.webpresenceworld.com
129022	lunarmania.com@ns1.lunarmania.com
129036	kompamagazine.com@ns1.kompamagazine.com
129040	mytabletennis.net@dns1.appliedi.net
129042	xn--xvideosespaol-skb.com@ns3.servergrove.com
129068	japan-partner.com@ns2.japan-partner.com
129069	activao.com@ns1.superb.net
129074	suzukimotorcycle.co.in@ns1.net4india.com
129096	newsge.net@ns6.youlook.ge
129114	i-ekb.ru@ns1.i-ekb.ru
129125	indianastrologyhoroscope.com@ns2.lunarmania.com
129160	innocent-beauty.com@ns1.pqcservice.org
129163	zoraq.com@ns1.zoraq.com
129178	pokemonelite2000.com@ns2.xelashosting.com
129181	reactos.org@ns1.reactos.org
129182	hyderabadtrainings.com@ns2.hyderabadtrainings.com
129207	hostingcharges.in@ns2.indiato.net
129219	rooletka.ru@ns1.ingate.ru
129242	freshremix.org@ns2.djsradioshow.com
129254	xsyu.edu.cn@dns1.xsyu.edu.cn
129270	jumbo-computer.com@dns2.communilink.net
129272	mhf-wiki.net@ns4.xserver.jp
129280	tucsonaz.gov@ns2.tucsonaz.gov
129285	jxnu.edu.cn@dns.jxnu.edu.cn
129308	pimp-my-profile.com@ns1.plebius.net
129324	linkmonster.ru@ns1.good-dns.com
129326	cdek.ru@ns2.ariadnamedia.ru
129335	toshibaplaces.jp@dns3.ttsdc.jp
129366	massagelove.net@nsc1.80code.com
129370	catholicherald.co.uk@ns.mainnameserver.com
129372	meloman.kz@dns.komfort.kz
129385	videomaster.co@ns2.masterylabs.com
129388	donordrive.com@ns1.globalcloud.net
129403	timetoplaymag.com@ns1.secure.net
129404	etradeasia.com@nic1.greatwall.net
129412	cocinayvino.net@ns1.revistaexceso.net
129419	nukiluki.info@ns2.allivision.net
129446	pertect99.com@ns2.sedoparking.com
129461	youshop.pl@ns2.okazje.info.pl
129489	hoststar.ch@ns2.hoststar.ch
129491	cms.com@ns1621.ztomy.com
129503	travelmodels.tv@ns1.travelmodels.tv
129508	searchinstagram.com@ns2.mainnameserver.com
129524	queensoferoticteens.net@ns1.sexpicsplanet.com
129537	ucy.ac.cy@ns2.ucy.ac.cy
129540	meublez.com@ns309739.ovh.net
129545	zvg.com@ns4.smk-networks.de
129549	vassar.edu@ns08.vassar.edu
129550	supersexydate.com@ns2.gofsk.net
129565	academ-web.com@ns2.1gb.ru
129566	cocoren.com@ns4.01isp.net
129586	bharti-axalife.com@ns1.net4india.com
129631	downappz.com@ns2.xdns.vn
129666	otrapuse.lv@ns2.spacestation.lv
129674	btt.com.ar@ns2.btt.com.ar
129681	flash-news.biz@ns4.xserver.jp
129699	hostalap.com@ns1.socheaphost.com
129713	hclmetablet.com@ns1.net4india.com
129740	fictionbook.ws@ns02.zonereg.ru
129741	gpspassion.com@ns17.zoneedit.com
129750	kenko-tokina.co.jp@ns1.bit-drive.ne.jp
129755	spanishprograms.com@ns1.secure.net
129768	jafranet.com.mx@dns1.jafra.com.mx
129774	uasnet.mx@dns2.uasnet.mx
129800	pornlizz.com@ns1.pornlizz.com
129811	jweb-seo.com@ns3.xserver.jp
129830	rareordinarythoughts.com@ns2.airwaterearthfire.com
129857	zonadafotografia.com.br@dns2027.dizinc.com
129869	chumbak.com@ns2.chumbak.com
129875	watch-movies-tv.info@ns9.zoneedit.com
129894	videojuegosvirtuales.com@ns10.bahiaservers.com
129902	sexeautop.com@ns.nexylan.net
129932	parcelforce.net@dns2.contego.net
129933	bgca.org@ns1.bgca.org
129954	mobile-ent.biz@ns0.regenhosting.co.uk
129958	cinemacity-rom.ro@ns2.cybernet.ro
129962	sovtest.ru@ns3.sovtest.ru
129964	74718.com@ns1.sedoparking.com
129995	mp3car.com@ns1.wiresix.com
130025	scalahosting.com@ns2.scalahosting.com
130035	free-kassa.ru@ns1.cyberxost.ru
130036	postrandomonium.com@ns8.zoneedit.com
130039	businessdirectory.bz@ns1.webhostingam.com
130048	playforex.ru@ns2.forexplay.net
130058	vefblog.net@ns2.vef.fr
130061	tenniskafe.com@redirns2.bgdns.net
130066	vipmovie9.us@ns2.onngames.com
130067	alvinet.com@ns3265825.ovh.net
130076	clippercard.com@dns2.clippercard.com
130082	2tag.nl@ns2.houwinkhosting.nl
130107	men.gov.pl@dns4.exatel.pl
130112	altefrau.com@ns2.peludases.com
130134	col3negmoviechannels.com@dns1.extentions.net
130141	alted.ru@ns.secna.ru
130154	nectresse.com@NS1.jnj.com
130171	vinesse.com@ns10.zoneedit.com
130172	ucam.ac.ma@nsb.ucam.ac.ma
130204	strongmail.com@ns02.strongmail.net
130209	adobewordpress.com@ns2.turhost.com
130252	onvolos.gr@ns1.gointernet.gr
130260	webdirectory.pw@ns.mainnameserver.com
130311	mdudde.net@ns2.rediffmailpro.com
130322	workerhouse.org@ns2.khanehkargar.ir
130328	opel-club.ru@ns2.xname.org
130335	hairybeaves.com@ns2.amerinoc.com
130340	arpa.emr.it@arcel0.regione.emilia-romagna.it
130345	hqbay.com@ns1.toppornsearch.com
130347	hentai-top100.com@nszero2.axc.nl
130355	starzik.com@ns8.sauvignet.com
130387	albelli.nl@ns2.networking4all.net
130403	roccomovies.net@ns1.xxxhostit.com
130412	governancenow.com@ns2.governancenow.com
130417	gooschool.jp@dns2.proto-g.co.jp
130440	millennialliving.com@edns1.teamholistic.com
130460	underdc.net@dns1.webservidor.net
130484	gapbuster.com@ns7.gapbuster.com
130488	dongfeng.net@sun1.dfm-xf.com.cn
130495	huzoo.com@ns272.fastwebhost.com
130513	hal-india.com@ns1.dildns.com
130515	newsclip.be@ns04.yyisland.com
130517	proeconomica.com@ns2.host-md.net
130522	36ng.com.ng@ns1.warthog.arvixe.com
130530	baby-dump.nl@ns03.weprovide.nl
130537	otonielfont.com@ns1.speedlinkspro.com
130550	oto-hui.com@ns2001.nhanhoa.com
130560	ainol.com@ns3.beijingidc.com
130565	niv.ru@ns2.1gb.ru
130581	actualitte.com@ns3267638.ovh.net
130587	cazulo.com@dns2.cazulo.com
130594	ablog.ro@ns2.machteamsoft.ro
130598	cardu.com.tw@dns1.cardu.com.tw
130607	mouloudia.org@ks3279931.kimsufi.com
130613	bank.gov.ua@ns1.terabit.net.ua
130637	titlepage.com@ns2.secure.net
130638	sexygirlcity.com@ns2.votporno.com
130664	movieonline.cc@ns5001.01isp.cn
130668	univ-bpclermont.fr@ns2.clermont-universite.fr
130688	gamba-osaka.net@ns1.future-s.com
130699	codecheck.info@ns16.zoneedit.com
130700	alive.in.th@ns2.lab.in.th
130703	postcode-info.co.uk@ns2.blucubehosting.co.uk
130705	forexoptimum.com@ns2.forexoptimum.com
130709	djugoogs.com@ns2.managedomain.nl
130713	nothinkdiet.com@ns1.rackco.net
130715	bizna.ir@ns23.pouyasazan.org
130717	kxly.com@ns1.go180.net
130722	serpdirectory.com@ns2.amerinoc.com
130739	acsta.net@wns1.acsta.net
130740	pandumusica.net@ns1.pandumusica.net
130748	sarangni.info@ns2.onugr.com
130751	slevin.cz@ns1.dacc.cz
130762	otr-download.de@ns300.fmbackbone.de
130794	tophosts.com@ns1.verticalscope.com
130800	luxst.com@ns1.askchart.com
130825	macalester.edu@ns.cc.macalester.edu
130832	cipla.com@dnspun.net4india.com
130833	s12.com.br@ns2.s12.com.br
130838	ssbwiki.com@ns2.porplemontage.com
130843	root.vn@ns2002.nhanhoa.com
130880	bankofmaharashtra.in@ns3.net4india.com
130882	hollywire.com@ns1.pkdomains.net
130883	classiopen.in@ns1.adanuncios.com
130905	tribunademinas.com.br@ns1.tribunademinas.com.br
130913	dozory.ru@ns2.goodoo.ru
130915	memorytrainingforstudents.com@ns1.prebuilt.com
130918	xn--72czpba5eubsa1bzfzgoe.ws@vps102.dnsch.net
130925	registry.in@NS1.SEA1.AFILIAS-NST.INFO
130926	post-journal.com@quatro.oweb.com
130935	attraveldeals.com@ns6.zoneedit.co.uk
130941	uot.edu.sa@ns2.uot.edu.sa
130942	atapattama.com@ns1.tharunaya.net
130943	bighost.com.br@ns2.bighost.com.br
130953	clubopel.com@ns2.atommy.com
130959	pressdev.ru@ns4.wp-host.com
130962	gunze.co.jp@ns2.gunze.co.jp
130966	khanwars.com@redirns2.bgdns.net
130967	happyxvideo.com@ns232136.ovh.net
130969	canlishow.com@ns1.canlishow.com
130971	krokotak.com@redirns2.bgdns.net
130979	myhome.ge@ns2.mywebstudio.ge
130980	revenue.go.ke@ns2.iafrica.com
130989	szie.hu@linserv.abc.hu
130993	mistrzowskie.pl@ns1.dahost.pl
130997	baratocoletivo.com.br@dns1.baratocoletivo.com.br
131007	hamham.sc@vns.product.co.jp
131009	mobiletoones.com@ns2.isolution.org
131021	1igry.com@ns2.1igry.ru
131027	simplicityads.com@ns1.simplicityads.com
131044	zene.hu@ns2.serverfarm.hu
131045	browzit.com@ns2.azapi.com
131049	creetor.com@ns1.creetor.com
131053	bbs-sk.ru@ns2.stavcom.ru
131055	electropuntonet.com@ns1.wamnet.com.ar
131056	eddenya.com@dima01.experts-hosting.org
131060	adretweet.com@ns2.xabid.com
131061	simdynasty.com@ns2.blackmesh.com
131075	rx24.ru@ns1.rx24.ru
131078	beyondprettythings.com@ns1.websitehostserver.net
131093	itromso.no@name.adresseavisen.no
131095	dickinson.edu@OMEGA2.dickinson.edu
131098	dalgroup.com@main3.dalgroup.com
131112	brandbihar.com@dns50.365techsupport.com
131114	pemasang.com@ns2.pemasang.com
131117	massvacation.com@ns1.superb.net
131125	wantmywife.com@ns1.advancedhosters.com
131146	pharmacy295.gr@ns2.generation-y.net
131148	naughtytube.net@dns5.pointhq.com
131149	saintsreport.com@ns1.bayoubengals.com
131162	giuseppe-zanotti-design.com@dns2.quadrante.com
131166	razorjack.net@fns2.42.pl
131171	airmalta.com@ns1.alert.com.mt
131181	24gliwice.pl@ns2.dahost.pl
131186	wotmod.net@ns1.wotmod.net
131187	lynxdollars.com@ns1.happyhosting.nl
131189	3obieg.pl@ns2.homecloud.pl
131194	champs.com@trudeau.unitedstates.com
131207	miel-soft.com@ns3.zoo.co.jp
131208	nude-toons.net@ns1.nude-toons.net
131212	melania-voyance.com@ns2.esoterism-online.com
131214	sneac.com@ns1.xaonline.com
131225	freeteenboys.net@ns1.freeteenboys.net
131231	rpgnow.com@ns4.fastservers.net
131237	stipreizen.nl@ns2.netformatie.nl
131239	tianmaweb.com@dns1.3366dns.com
131259	pontoperdido.com@ns9.zoneedit.com
131272	egzaminzawodowy.info@ns1.nameserverus2.com
131308	forexball.com@ns11.admiral.ru
131316	blackvue.com@ns2.ehostidc.co.kr
131318	qren.pt@ns4.dns.pt
131321	elitemuzik.net@ns1.websitehostserver.net
131335	geenza.com@ns2.skynet-telecom.ro
131338	longmatureclips.com@ns4.mature-bitches.com
131372	aligmarketing.com@ns1.lunarservers.com
131373	tautweb.com@ns2.tuguhost.com
131381	bakingpals.com@ns4.linode.com
131383	eluniversaltv.com.mx@dns1.el-universal.com.mx
131385	jmarshall.com@ns1.secure.net
131393	cgm.ru@ns2.cgm.ru
131405	doktordick.com@ns4.01isp.net
131408	zhuankezu.com@ns1.linktom.net
131427	upmf-grenoble.fr@adminpg.inpg.fr
131440	ebc.net.tw@ns2.ebc.net.tw
131444	bloggingbistro.com@ns1.scuttlebird.com
131482	indy.gov@ns1.twtelecom.net
131494	timeout.com.br@ns2.soldia.com
131521	mailbox.hu@ns02.infotools.hu
131537	tikaa.nl@nszero1.axc.nl
131552	e-tady.mg@ns2.host-care.com
131559	fashiongrosir.com@ns1.saranadata.com
131570	banasthali.org@ns1.dildns.com
131573	udinra.com@esha.udinra.com
131583	rockbox.org@vic20.blipp.com
131604	psp-torrent.com@ns2.psp-torrent.com
131619	hentaika.net@ns1.trahtrah.ru
131625	akhbaralyom.net@ns62.rawasy.com
131627	videoboy.tv@ns2.o-netdns.com
131636	clubrsx.com@name1.autoforums.com
131643	tudotemaqui.com@ns40.arcasolutions.com
131646	worklisting.org@NS3.SEANIC.NET
131649	hisstank.com@ns1.nameservethis.com
131654	institutodenver.com.br@dns3.institutodenver.com.br
131658	enwisen.com@gateway3.lawson.com
131668	transferwise.com@LVPS217-8-252-104.VPS.WEBFUSION.CO.UK
131669	signs101.com@ns1.allcompu.com
131681	camerarunner.com.hk@ns1.01name.com
131689	wyse.com@ns03.wyse.com
131695	hpathy.com@ns1.wiplon.com
131708	portable4pro.ru@ns1.rsnx.ru
131713	ireneccloset.com@ns1.ireneccloset.com
131717	123any.com@ns2.alpha-space.com
131719	dk.com@ns2.pearson.com
131747	pintorg.com.ua@ns1.pintorg.com
131753	hindisamay.com@ns1.1uphost.com
131757	erahost.ru@ns2.erahost.ru
131764	3gpfilm.org@ns1.hostpark.com.ua
131790	hostknox.com@ns1.hostknox.com
131796	maxxmobile.in@ns1.rapidns.com
131807	modabit.com@dns1.baehost.com.ar
131826	badan3azi.com@ns6.persiantools.com
131831	simplewaterfuel.com@sk.s7.ans2.ns68.klczy.com
131847	city-journal.org@ns1.secure.net
131857	linkclubuk.co.uk@ns2.mainnameserver.com
131866	wikiskripta.eu@dec52.lf1.cuni.cz
131875	logosportswear.com@ns.serverhost.net
131900	version-karaoke.fr@static2.recisio.com
131919	claro.com@dns01.amigokit.com
131936	sonidavison.com@ns2.sonidavison.com
131938	nadeshikoleague.jp@ns1.m-up.com
131947	pullapart.com@dns1.definition6.com
131949	slco.org@NS2.slco.org
131955	wipfiles.net@ns1.vps-server.ru.wipfiles.net
131957	cheatersnetwork.com@dns6.tncservers.net
131963	wp-sensei.com@ns2.hqprohost.com
131970	denj-valentina.ru@ns2.uspehinfo.ru
131972	jjgames.com@t2.zoneedit.com
131989	wynikilotto.net.pl@ns2.wynikilotto.net.pl
132013	haberturk.tv@ns1.cyh.com.tr
132045	suvaz.com@ns1.suvaz.com
132050	indexpro.co.jp@ns1.bit-drive.ne.jp
132058	plagiarismtoday.com@ns2.copybyte.com
132063	muhasebetr.com@ns1.medyabim.com
132074	startbewijs.nl@ns1.maxdns.nl
132077	mediacenter.hu@ns2.mediacenter.hu
132078	rocketflip.com@ns1.rocketflip.com
132086	vott.ru@ns1.vott.ru
132116	expobumeran.com.ar@ns2.bumeran.com
132137	beedirectory.com@ns6.lunarpages.com
132148	traditionalmusic.co.uk@dns2.midphase.com
132155	georgiaunitedcu.org@ns1.cl.bellsouth.net
132161	dobraprace.cz@d1561.masterinter.net
132169	xrimaonline.gr@cyclops.teliaco.gr
132197	syndicationrockstar.com@ns2.imsuccesscenter.com
132205	flashscore.mobi@ns2.edrive-hosting.cz
132210	pken.com@sv.pken.com
132239	pornoxxxgratis.xxx@ns1.pornoxxxgratis.xxx
132245	tvr.by@ns.tvr.by
132255	ultrajeux.com@ns205111.ovh.net
132273	gygov.gov.cn@gytouch.gytouch.com.cn
132314	currentresults.com@ns2.lunarmania.com
132315	gruposejaumdivulgador.com.br@ns2.sh27.com.br
132316	polishhearts.co.uk@ns2.triginita.com
132326	tgspot.co.il@ns2.makmal.net
132354	marketingsoftwaredownloads.com@ns2.marketingsoftwaredownloads.com
132369	amibroker.com@ns1.amibroker.com
132371	falcoware.com@netname.com.ua
132393	movdata.com@ns1.movdata.com
132397	adaptec.com@ns.pmc-sierra.com
132398	pbc.com.cn@dns.xrnet.cn
132415	ocztechnologyforum.com@ns1.ocztechnologyforum.com
132426	romaniaindex.com@ns1.thewebhostserver.com
132445	cdi.gob.mx@ns.cdi.gob.mx
132465	callutheran.edu@ns2.callutheran.edu
132466	autogielda.pl@ns2.autogielda.pl
132483	video9.in@ns1.video9.in
132486	datadiary.com@ns2.ntpldatafirst.com
132497	alex-kurteev.ru@ns3.creanova.org
132516	novedadesacapulco.mx@acapulco.novedadesacapulco.mx
132517	hhos.ru@ns2.hhos.ru
132520	adnext.fr@ns2.reagi.com
132526	it4profit.com@ns91.it4profit.com
132557	tsstrade.ru@ns2.klarnet.net.ru
132559	mhsoftware.com@ns2.mhsoftware.com
132562	theuklink.com@ns1.thewebhostserver.com
132608	kidsastronomy.com@ns2.kidsastronomy.com
132609	meuadvogado.com.br@ns40.arcasolutions.com
132619	99ebook.net@ns1.hostingbay.net
132631	paylink.cc@ns2.myhosting.com
132635	dimokratianews.gr@ns2.atcom.gr
132645	football.by@ns2.oxxa.net
132651	bitmeyenkartus.com.tr@ns11.arneks.com
132662	free-strip-games.com@ns0.online.net
132663	umt.edu.pk@ns1.umt.edu.pk
132671	dealtime.co.uk@ns1any.shopping.com
132696	kokunaisen.com@ns2.kokunaisen.com
132717	wartaekonomi.co.id@venus.sip.co.id
132728	sh4online.com@ns1.myhosting.com
132731	lavellagroup.com@ns.mainnameserver.com
132741	rnz.de@ns3.hd-it.eu
132750	billboard-live.com@ns1.gao.ne.jp
132758	qom.ac.ir@ns1.qom.ac.ir
132773	blyun.com@ns2.5read.com
132776	dimmicosacerchi.it@sdns1.vhosting-it.com
132778	anatranny.com@ns2.conepuppy.com
132798	amur.kz@ns2.3c.kz
132800	mmanytt.se@ns1.cageside.se
132807	aliahmedali.com@web1.nile-host.com
132810	dodgersexcartoons.com@ns2.dodgersexcartoons.com
132812	neohoster.com@us31.neohoster.com
132814	fortuna-duesseldorf.de@ns2.online-forum.net
132816	aidharman.com@ns2.aidharman.com
132817	madhouse909.com@ns1.gemsbrook.arvixe.com
132825	docspedia.org@ns2.docspedia.org
132838	lotustalk.com@name3.autoforums.com
132848	hshd.net@ns2.yemal.com
132859	beritajakarta.com@yogya.sat.net.id
132863	sienafree.it@ns2.omnibus.net
132868	pida.com.br@ns1.tvpapodetudo.com.br
132888	dh310.com@ns1.3366.net
132908	e-kg.pl@ns2.dahost.pl
132913	uaa.mx@dns.uaa.mx
132931	maestroclass.biz@ns2.h10.hvosting.ua
132934	uet.edu.pk@ns2.uet.edu.pk
132938	dbpoweramp.com@dns0.mtgsy.com
132939	vmukti.com@ns8.zoneedit.com
132953	vdoprince.com@ns1.techlab.com.hk
132959	vssmind.com@ns1.lurn.com
132983	freedomathometeam.com@ns03.coanetwork.com
132993	imstealth.com@ns1.ipromotemedia.com
133003	soundvor.ru@ns2.soundvor.com
133007	phpbay.com@ns1.rk5.com
133020	naitiprosto.ru@ns.artinfo.ru
133025	y2.cn@ns5011.01isp.cn
133027	domainstate.com@ns1.trellian.com
133044	st.uz@ns2.st.uz
133054	kanka.net@ns1.ultrakomik.com
133059	baidu33.com@ns2.sedoparking.com
133070	docnews.fr@ns1.online.net
133072	telok.net@ns11.titsphoto.net
133080	salsastore.com@chopin.plako.net
133085	bbwboss.com@ns2.madhost.biz
133088	cardsaveonlinepayments.com@ns3.iridiumcorp.net
133092	scanmyessay.com@ns5.allanswers.co.uk
133112	gamls.com@ns3.cl.bellsouth.net
133118	peterburg2.ru@deutsch.promit.ru
133129	findvid.net@ns2.star-domain.jp
133135	stroyinf.ru@ns2.stroyinf.ru
133146	etravelblackboard.com@commserv.easi.com.au
133162	nagpurtoday.in@ns2.systron.net
133164	sotrender.com@dns2.snrs.pl
133165	ohlone.edu@NS3.ohlone.edu
133187	lesbian-tubes.org@ns2.ebonytubes.org
133190	mastertorrent.com@ns2.mastertorrent.com
133194	edwinsoft.com@ns2.edwinsoft.com
133232	21fools.com@ns1.myhosting.com
133234	elleadore.com@ns3.dgnetwork.fr
133250	2chfinder.com@ns1.xserver.jp
133262	travelfish.hk@ns3.dnsexit.com
133270	microsoftarticles.info@ns1.langur.arvixe.com
133279	sundns.org@ns2.ezydomain.com
133284	gcosme.tw@dns04.gcosme.tw
133287	advocatehealth.com@ns1.advocatehealth.com
133299	naturalhandyman.com@ns2.secure.net
133329	b-first.pl@ns2.b-first.pl
133331	d-clics-disa.com@ns1.proceau.net
133354	crackfind.com@ns.crackfind.com
133356	njust.edu.cn@nc.njust.edu.cn
133369	kibrisgazetesi.com@ns1.lastdigital.net
133374	pixmania.de@ns2.e-merchant.com
133381	giftrewardsonline.net@ns2.ampedmedia.com
133419	jvgtheme.pl@ns2.kylos.pl
133428	poslovna.hr@dns2.orbis.hr
133436	vanta.ru@ns.majordomo.ru
133462	ms-jd.org@ns2.blackmesh.com
133465	jcosplay.com@ns2.isprtour2.com
133466	vip-resort-business.ru@ns1.nethouse.ru
133487	gexe.pl@ns3.it-tronic.pl
133493	doheth.co.uk@ns2.ghxhosting.com
133509	audentio.com@ns5.asche-host.net
133519	218219.com@ns4.01isp.net
133524	kartalyuvasi.com.tr@ns1.bilgihost.com
133526	dl-showcase.jp@ns2.is-dns.com
133529	invdefence.com@ns1.buydedic.ru
133533	nadaporn.com@ns268.fastwebhost.com
133536	ninilazem.com@ns2.ezhostingserver.com
133539	xmjj.gov.cn@ns.xm.gov.cn
133574	telaxo.com@nw0.telaxo.net
133586	nudistspace.org@ns1.datingopinions.com
133591	it-campus.info@ns2.net4india.com
133613	alberlet.hu@dns1.renewcloud.net
133641	hotbizarresex.net@ns1.hotbizarresex.net
133653	oneshop.co.za@ns1.oneinternetmedia.com
133658	zhaba.ru@ns2.hosto.ru
133662	udima.es@moe.cef.es
133688	4t3.com@dns5.pointhq.com
133707	pin.com.cn@park2.global-dns.com
133720	happylandbymay.com@ns2-1551101.dragonhispeed.com
133722	codecoffee.com@ns6.lunarpages.com
133726	md5.com.cn@ns5011.01isp.cn
133731	nda.ac.jp@ns.fujisawa.wide.ad.jp
133747	downloadarch.com@ns2.downloadarch.com
133759	loan-lab.jp@ns4.xserver.jp
133775	discountedflats.com@ns1.net4india.com
133802	eparsian.com@ns1.eparsian.com
133811	news-trend.net@ns3.xserver.jp
133822	dobon.net@ns3.xserver.jp
133824	propeller.org.uk@ns2.mainnameserver.com
133833	bbomfenomenal.com@ns1.sdserver28.com
133835	packbarre.com@ns1.bpmconcept.com
133852	chiangmaifx.com@cs17.hostneverdie.com
133869	polytechnic.edu.na@ns.polytechnic.edu.na
133890	isohuntpiratebay.com@ns1.axxotorrent.com
133896	ninora.com@2.namedc.com
133898	hargahpterbaru2013.com@ns11.draculahost.com
133903	evergreenforex.com@ns3.laservers.com
133908	unmejorempleo.com@ns2.hostingnaranja.com
133915	esigara.us@ns2.isimkayit.com
133932	rtv.de@nuecs02.prinovis.com
133941	free-gays-porn.net@ns1.free-lust-gays.com
133945	movqe.az@ns1.datacenter.az
133951	cine.gr@deuterium.arx.gr
133967	7irani.tk@ns1.rail.arvixe.com
133987	lawteacher.net@ns5.allanswers.co.uk
133998	tharunayaweb.lk@dns2.extentions.net
134007	scialert.net@ns1.secure.net
134008	ghostscript.com@ns2.ghostscript.com
134023	i-parts.co.jp@ns1.future-s.com
134046	51jishu.com@ns2.51jishu.com
134050	gayxperience.com@ns1.2town.net
134052	genuitec.com@ns2.rosehosting.com
134064	rapswag.com@ns1.isolate.net
134080	tips-foryou.com@ns12.bangmodhosting.net
134082	nexolocal.com.ve@ns1.indisa.com.ar
134100	angeloni.com.br@ns02.angeloni.com.br
134109	seobywebmechanix.com@ns2.seobywebmechanix.com
134117	muzikspirit.com@ks206318.kimsufi.com
134186	sciencephoto.com@betelgeuse.sciencephoto.co.uk
134187	jobs.lu@ns3.rack365.com
134190	offerme2.com@ns1.offerme2.cc
134195	t0b.info@ns2.t0b.info
134201	yc-ibs.com@ns5.xserver.jp
134212	goldenmp3.ru@ns2.infocompany.ru
134221	kui.cc@ns8.01isp.net
134233	ege.spb.ru@ns1.tiera.org
134250	appsroid.com@ns2.yprofiles.in
134256	elabs6.com@ns4.uptilt.com
134277	dateandtime.info@ns2.viviotech.net
134287	hotspotsystem.com@ns2.interpest.net
134294	nud32.com@ns9.tserver.org
134301	evoxforums.com@name3.autoforums.com
134339	dotsquares.com@ns1.24livehost.com
134378	inregistrare-domenii.ro@ns1.wdp-gazduire.ro
134380	tundratalk.net@name3.autoforums.com
134381	upstate.edu@ns2.upstate.edu
134388	getauto.com@ns1.dominiondatacenter.com
134390	pornotubevideos.com@ns2.pornotubevideos.com
134400	twseo.org@ns2.servergroup2.com
134401	elpasoco.com@dns.elpasoco.com
134407	collagevideo.com@ns2.cybercon.com
